product,price,link,years,kilometraje,_created,id,location_city,location_state
Renault Logan 1.4 Entry Familier,23000000,https://carro.mercadolibre.com.co/MCO-2529699394-renault-logan-14-entry-familier-_JM#position%3D22%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D5042128a-82b6-4c36-b93f-7016bebea5b7,2011,123900,2024-07-15,2529699394,Suba,Bogotá D.C.
Toyota Prado 3.0 Tx-l,158000000,https://carro.mercadolibre.com.co/MCO-2529685990-toyota-prado-_JM#position%3D23%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D5042128a-82b6-4c36-b93f-7016bebea5b7,2011,151750,2024-07-15,2529685990,Chapinero,Bogotá D.C.
Audi A4 1.8 Tfsi Luxury,48700000,https://carro.mercadolibre.com.co/MCO-2529672836-audi-a4-18-tfsi-luxury-_JM#position%3D24%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D5042128a-82b6-4c36-b93f-7016bebea5b7,2013,130000,2024-07-15,2529672836,Kennedy,Bogotá D.C.
Hyundai Tucson 2.0 New Tucson,72500000,https://carro.mercadolibre.com.co/MCO-2529637804-hyundai-new-tucson-20-_JM#position%3D25%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D5042128a-82b6-4c36-b93f-7016bebea5b7,2016,68000,2024-07-15,2529637804,Antonio Nariño,Bogotá D.C.
Jeep Renegade 2.4 Longitude,78000000,https://carro.mercadolibre.com.co/MCO-1452205229-jeep-renegade-_JM#position%3D26%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D5042128a-82b6-4c36-b93f-7016bebea5b7,2017,67930,2024-07-15,1452205229,Suba,Bogotá D.C.
Nissan Frontier 2.4 D22/np300,59000000,https://carro.mercadolibre.com.co/MCO-1452141221-nissan-frontier-d22np300-24-mecanica-_JM#position%3D27%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D5042128a-82b6-4c36-b93f-7016bebea5b7,2015,71850,2024-07-15,1452141221,Kennedy,Bogotá D.C.
Volkswagen Gol 1.6 Comfortline,31000000,https://carro.mercadolibre.com.co/MCO-1452128161-volkswagen-gol-_JM#position%3D28%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D5042128a-82b6-4c36-b93f-7016bebea5b7,2014,71000,2024-07-15,1452128161,Usaquén,Bogotá D.C.
Volkswagen Jetta 2.0 Trendline,32000000,https://carro.mercadolibre.com.co/MCO-1452204603-volkswagen-jetta-trendline-mt-20-2011-_JM#position%3D29%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D5042128a-82b6-4c36-b93f-7016bebea5b7,2011,55500,2024-07-15,1452204603,Usaquén,Bogotá D.C.
Mazda 3 2.0 Prime,71000000,https://carro.mercadolibre.com.co/MCO-1452114355-mazda-3-prime-20-_JM#position%3D30%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D5042128a-82b6-4c36-b93f-7016bebea5b7,2019,78000,2024-07-15,1452114355,Suba,Bogotá D.C.
Ford Ecosport 2.0 Titanium Mt,47500000,https://carro.mercadolibre.com.co/MCO-2529636254-ford-ecosport-_JM#position%3D31%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D5042128a-82b6-4c36-b93f-7016bebea5b7,2016,82600,2024-07-15,2529636254,Suba,Bogotá D.C.
Mercedes-benz Clase Gle 2.2 Cdi 4matic Diesel,150000000,https://carro.mercadolibre.com.co/MCO-1452125223-mercedes-benz-gle-250-cdi-4matic-at-22-2017-_JM#position%3D32%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D5042128a-82b6-4c36-b93f-7016bebea5b7,2017,85000,2024-07-15,1452125223,Usaquén,Bogotá D.C.
Cupra Formentor 2.0 Tsi Mate Dsg,130900000,https://carro.mercadolibre.com.co/MCO-1452124789-cupra-formentor-20-at-2023-_JM#position%3D33%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D5042128a-82b6-4c36-b93f-7016bebea5b7,2023,14500,2024-07-15,1452124789,Usaquén,Bogotá D.C.
Renault Sandero 1.6 Authentique 90 Hp,34000000,https://carro.mercadolibre.com.co/MCO-1452176207-renault-sandero-authentique-16-_JM#position%3D34%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D5042128a-82b6-4c36-b93f-7016bebea5b7,2016,87800,2024-07-15,1452176207,Suba,Bogotá D.C.
Mazda Cx-5 2.5 Grand Touring 4x2,117000000,https://carro.mercadolibre.com.co/MCO-1452137171-mazda-cx5-grand-touring-at-25-4x2-2021-_JM#position%3D35%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D5042128a-82b6-4c36-b93f-7016bebea5b7,2021,29300,2024-07-15,1452137171,Usaquén,Bogotá D.C.
Volkswagen Gol 1.6 Power,29000000,https://carro.mercadolibre.com.co/MCO-1452135739-volskswagen-gol-16-_JM#position%3D36%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D5042128a-82b6-4c36-b93f-7016bebea5b7,2014,80755,2024-07-15,1452135739,Puente Aranda,Bogotá D.C.
Renault Stepway 1.6 Zen,60800000,https://carro.mercadolibre.com.co/MCO-1452097517-renault-stepway-zen-at-16-2021-_JM#position%3D37%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D5042128a-82b6-4c36-b93f-7016bebea5b7,2021,10000,2024-07-15,1452097517,Suba,Bogotá D.C.
Kia Cerato Forte 1.6 Lx,36700000,https://carro.mercadolibre.com.co/MCO-1452097173-kia-cerato-forte-lx-16-_JM#position%3D38%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D5042128a-82b6-4c36-b93f-7016bebea5b7,2013,110000,2024-07-15,1452097173,Kennedy,Bogotá D.C.
Nissan Versa 1.6 Advance,33500000,https://carro.mercadolibre.com.co/MCO-1452135011-nissan-versa-advance-at-16-2014-_JM#position%3D39%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D5042128a-82b6-4c36-b93f-7016bebea5b7,2014,109820,2024-07-15,1452135011,Suba,Bogotá D.C.
Mg Zs 1.5 Zs,84500000,https://carro.mercadolibre.com.co/MCO-1452121427-mg-zs-com-plus-15-_JM#position%3D40%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D5042128a-82b6-4c36-b93f-7016bebea5b7,2023,9450,2024-07-15,1452121427,Kennedy,Bogotá D.C.
Mazda Bt-50 2.2 4x2 Gasagol,57000000,https://carro.mercadolibre.com.co/MCO-1452107915-mazda-bt50-22-4x2-2011-_JM#position%3D41%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D5042128a-82b6-4c36-b93f-7016bebea5b7,2011,216000,2024-07-15,1452107915,Fontibón,Bogotá D.C.
Kia Rio 1.4 Zenith,72000000,https://carro.mercadolibre.com.co/MCO-1452146083-kia-rio-zenith-14-_JM#position%3D42%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D5042128a-82b6-4c36-b93f-7016bebea5b7,2022,37000,2024-07-15,1452146083,Kennedy,Bogotá D.C.
Chevrolet Tracker 1.8 Ls,45800000,https://carro.mercadolibre.com.co/MCO-1452085309-chevrolet-tracker-18-ls-_JM#position%3D43%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D5042128a-82b6-4c36-b93f-7016bebea5b7,2015,112000,2024-07-15,1452085309,Suba,Bogotá D.C.
Suzuki Vitara 1.6 2wd At 4x2 Live,64000000,https://carro.mercadolibre.com.co/MCO-1452094465-suzuki-vitara-16-2wd-at-live-_JM#position%3D44%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D5042128a-82b6-4c36-b93f-7016bebea5b7,2019,64000,2024-07-15,1452094465,Engativa,Bogotá D.C.
Chevrolet Traverse 3.6 Rs At,207000000,https://carro.mercadolibre.com.co/MCO-1452106931-chevrolet-traverse-rs-at-36-at-_JM#position%3D45%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D5042128a-82b6-4c36-b93f-7016bebea5b7,2023,6900,2024-07-15,1452106931,Chapinero,Bogotá D.C.
Toyota Burbuja 4.5 Land Cruiser Vx,54900000,https://carro.mercadolibre.com.co/MCO-1452106331-toyota-burbuja-45-land-cruiser-1995-_JM#position%3D46%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D5042128a-82b6-4c36-b93f-7016bebea5b7,1999,200800,2024-07-15,1452106331,Caucasia,Antioquia
Chevrolet Aveo 1.6 Five,24000000,https://carro.mercadolibre.com.co/MCO-1452144757-chevrolet-aveo-five-mt-16-_JM#position%3D47%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D5042128a-82b6-4c36-b93f-7016bebea5b7,2008,110060,2024-07-15,1452144757,Fontibón,Bogotá D.C.
Subaru Xv 2.0i Limited Eyesigth,96990000,https://carro.mercadolibre.com.co/MCO-1452080607-subaru-xv-2o-limited-eyesight-2018-_JM#position%3D48%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D5042128a-82b6-4c36-b93f-7016bebea5b7,2018,31604,2024-07-15,1452080607,Medellín,Antioquia
Bmw Serie 4 2.0 F36 420i Grand Coupe,119500000,https://carro.mercadolibre.com.co/MCO-2226349578-bmw-serie-4-20-420i-f36-grand-coupe-_JM#position=1&search_layout=grid&type=item&tracking_id=07c8de5f-1562-4241-bab1-62651afcb800,2019,14210,2024-02-25,2226349578,Suba,Bogotá D.C.
Bmw Serie 3 1.6 318i E90 Lci,52000000,https://carro.mercadolibre.com.co/MCO-2226362078-bmw-serie-3-16-318i-e90lci-_JM#position=2&search_layout=grid&type=item&tracking_id=07c8de5f-1562-4241-bab1-62651afcb800,2012,88000,2024-02-25,2226362078,Barrios Unidos,Bogotá D.C.
Chevrolet Optra 1.6 Advance,26500000,https://carro.mercadolibre.com.co/MCO-2226311132-chevrolet-optra-advance-16-_JM#position=3&search_layout=grid&type=item&tracking_id=07c8de5f-1562-4241-bab1-62651afcb800,2011,141000,2024-02-25,2226311132,Kennedy,Bogotá D.C.
Mahindra Kuv100 1.2 Nxt 2ab Abs,37900000,https://carro.mercadolibre.com.co/MCO-2226285240-mahindra-kuv100-12-nxt-2ab-abs-_JM#position=4&search_layout=grid&type=item&tracking_id=07c8de5f-1562-4241-bab1-62651afcb800,2019,22700,2024-02-25,2226285240,Engativa,Bogotá D.C.
Audi A4 1.8 Tfsi Multitronic Luxury,42000000,https://carro.mercadolibre.com.co/MCO-2226310444-audi-a4-18-tfsi-multitronic-luxury-_JM#position=5&search_layout=grid&type=item&tracking_id=07c8de5f-1562-4241-bab1-62651afcb800,2009,72500,2024-02-25,2226310444,Suba,Bogotá D.C.
Volkswagen Jetta 2.5 Comfortline At,51000000,https://carro.mercadolibre.com.co/MCO-2226357788-volkswagen-jetta-25-comfortline-_JM#position=6&search_layout=grid&type=item&tracking_id=07c8de5f-1562-4241-bab1-62651afcb800,2015,71268,2024-02-25,2226357788,Suba,Bogotá D.C.
Nissan Versa 1.6 Advance At,86000000,https://carro.mercadolibre.com.co/MCO-2226295216-nissan-versa-16-advance-at-_JM#position=7&search_layout=grid&type=item&tracking_id=07c8de5f-1562-4241-bab1-62651afcb800,2024,1400,2024-02-25,2226295216,Usaquén,Bogotá D.C.
Mazda Cx-5 2.0 Touring,113000000,https://carro.mercadolibre.com.co/MCO-2226267406-mazda-cx-5-25-touring-_JM#position=8&search_layout=grid&type=item&tracking_id=07c8de5f-1562-4241-bab1-62651afcb800,2020,39700,2024-02-25,2226267406,Suba,Bogotá D.C.
Ford Explorer 3.5 Limited,118000000,https://carro.mercadolibre.com.co/MCO-2226076520-ford-explorer-35-limited-awd-_JM#position=9&search_layout=grid&type=item&tracking_id=07c8de5f-1562-4241-bab1-62651afcb800,2017,45950,2024-02-25,2226076520,Suba,Bogotá D.C.
Nissan March 1.6 Sense At,46900000,https://carro.mercadolibre.com.co/MCO-2226074690-nissan-march-16-sense-at-_JM#position=10&search_layout=grid&type=item&tracking_id=07c8de5f-1562-4241-bab1-62651afcb800,2020,20400,2024-02-25,2226074690,Suba,Bogotá D.C.
Ford Ecosport 2.0 Titanium At,49000000,https://carro.mercadolibre.com.co/MCO-1395824487-ford-ecosport-20-titanium-at-modelo-2014-_JM#position=11&search_layout=grid&type=item&tracking_id=07c8de5f-1562-4241-bab1-62651afcb800,2014,80400,2024-02-25,1395824487,Soacha,Cundinamarca
Honda Hr-v 1.8 Lx,97000000,https://carro.mercadolibre.com.co/MCO-1395849275-honda-hr-v-18-cvt-modelo-2021-_JM#position=12&search_layout=grid&type=item&tracking_id=07c8de5f-1562-4241-bab1-62651afcb800,2021,14600,2024-02-25,1395849275,Bosa,Bogotá D.C.
Kia Sorento 2.4,90000000,https://carro.mercadolibre.com.co/MCO-1395822817-kia-sorento-ex-_JM#position=13&search_layout=grid&type=item&tracking_id=07c8de5f-1562-4241-bab1-62651afcb800,2017,46000,2024-02-25,1395822817,Suba,Bogotá D.C.
Hyundai Accent 1.3 L,13500000,https://carro.mercadolibre.com.co/MCO-1395796569-hyundai-accent-_JM#position=14&search_layout=grid&type=item&tracking_id=07c8de5f-1562-4241-bab1-62651afcb800,1998,290000,2024-02-25,1395796569,Engativa,Bogotá D.C.
Subaru Forester Xs Limited,58800000,https://carro.mercadolibre.com.co/MCO-1395871685-subaru-forester-xs-limited-2012-_JM#position=15&search_layout=grid&type=item&tracking_id=07c8de5f-1562-4241-bab1-62651afcb800,2012,107000,2024-02-25,1395871685,Usaquén,Bogotá D.C.
Mazda Cx-9 3.7 Cx9cav,48000000,https://carro.mercadolibre.com.co/MCO-1395796373-mazda-cx9-cav-37-2008-_JM#position=16&search_layout=grid&type=item&tracking_id=07c8de5f-1562-4241-bab1-62651afcb800,2008,96000,2024-02-25,1395796373,Bosa,Bogotá D.C.
Volkswagen Golf 1.6 Highline,58000000,https://carro.mercadolibre.com.co/MCO-1395822405-volkswagen-golf-16-highline-2016-_JM#position=17&search_layout=grid&type=item&tracking_id=07c8de5f-1562-4241-bab1-62651afcb800,2016,70600,2024-02-25,1395822405,Fontibón,Bogotá D.C.
Volkswagen Jetta 2.0 Europa,34000000,https://carro.mercadolibre.com.co/MCO-1395884385-woklswagen-jetta-europa-_JM#position=18&search_layout=grid&type=item&tracking_id=07c8de5f-1562-4241-bab1-62651afcb800,2013,96000,2024-02-25,1395884385,Kennedy,Bogotá D.C.
Mazda Cx-5 Touring,74000000,https://carro.mercadolibre.com.co/MCO-1395796167-mazda-cx-5-touring-2015-_JM#position=19&search_layout=grid&type=item&tracking_id=07c8de5f-1562-4241-bab1-62651afcb800,2015,83000,2024-02-25,1395796167,Suba,Bogotá D.C.
Suzuki Vitara 1.6 Gl,68000000,https://carro.mercadolibre.com.co/MCO-1395884327-suzuki-vitara-16-gl-2wd-at-4x2-2020-_JM#position=20&search_layout=grid&type=item&tracking_id=07c8de5f-1562-4241-bab1-62651afcb800,2020,76303,2024-02-25,1395884327,Kennedy,Bogotá D.C.
Toyota Hilux 2.5 Imv 4x2,97000000,https://carro.mercadolibre.com.co/MCO-1395822235-toyota-hilux-_JM#position=21&search_layout=grid&type=item&tracking_id=07c8de5f-1562-4241-bab1-62651afcb800,2012,155500,2024-02-25,1395822235,Antonio Nariño,Bogotá D.C.
Ford Ranger 2.2 Xlt,65000000,https://carro.mercadolibre.com.co/MCO-1395834933-ford-ranger-_JM#position=22&search_layout=grid&type=item&tracking_id=07c8de5f-1562-4241-bab1-62651afcb800,2015,374225,2024-02-25,1395834933,Usme,Bogotá D.C.
Renault Megane 2 2.0 Dynamique Fase Ii,26200000,https://carro.mercadolibre.com.co/MCO-1395884069-renault-megane-2-20-dynamique-fase-ii-_JM#position=23&search_layout=grid&type=item&tracking_id=07c8de5f-1562-4241-bab1-62651afcb800,2010,126964,2024-02-25,1395884069,Suba,Bogotá D.C.
Renault Logan 1.6 Expression / Life +,42000000,https://carro.mercadolibre.com.co/MCO-1395859731-renault-logan-_JM#position=24&search_layout=grid&type=item&tracking_id=07c8de5f-1562-4241-bab1-62651afcb800,2019,70300,2024-02-25,1395859731,Antonio Nariño,Bogotá D.C.
Honda Cr-v Ex L C At,71500000,https://carro.mercadolibre.com.co/MCO-1395847369-honda-cr-v-ex-l-c-at-2013-_JM#position=25&search_layout=grid&type=item&tracking_id=07c8de5f-1562-4241-bab1-62651afcb800,2013,115288,2024-02-25,1395847369,Usaquén,Bogotá D.C.
Renault Twingo 1.2 Fidji Dynamique,20500000,https://carro.mercadolibre.com.co/MCO-1395870863-renault-twingo-dynamique-fidji-mt-12-_JM#position=26&search_layout=grid&type=item&tracking_id=07c8de5f-1562-4241-bab1-62651afcb800,2008,174000,2024-02-25,1395870863,Usaquén,Bogotá D.C.
Citroën C4 Cactus,68000000,https://carro.mercadolibre.com.co/MCO-1395859411-citroen-c4-cactus-_JM#position=27&search_layout=grid&type=item&tracking_id=07c8de5f-1562-4241-bab1-62651afcb800,2020,45000,2024-02-25,1395859411,San Cristobal Sur,Bogotá D.C.
Jeep Wrangler 3.8 Sport,120000000,https://carro.mercadolibre.com.co/MCO-1395859381-jeep-wrangler-sport-mt-38-4x4-_JM#position=28&search_layout=grid&type=item&tracking_id=07c8de5f-1562-4241-bab1-62651afcb800,2011,53889,2024-02-25,1395859381,Usaquén,Bogotá D.C.
Volkswagen Virtus 1.6 Comfortline,66000000,https://carro.mercadolibre.com.co/MCO-1395783421-volkswagen-virtus-16-comfortline-2020-_JM#position=29&search_layout=grid&type=item&tracking_id=07c8de5f-1562-4241-bab1-62651afcb800,2020,27228,2024-02-25,1395783421,Fontibón,Bogotá D.C.
Mercedes-benz Clase B 1.6 Blueefficiency,80000000,https://carro.mercadolibre.com.co/MCO-1395795351-mercedes-benz-b-180-w246-blueefficiency-tp-16-_JM#position=30&search_layout=grid&type=item&tracking_id=07c8de5f-1562-4241-bab1-62651afcb800,2018,31000,2024-02-25,1395795351,Usaquén,Bogotá D.C.
Chevrolet Spark 1.2 Gt M300 Ltz,31800000,https://carro.mercadolibre.com.co/MCO-1395783333-chevrolet-spark-gt-12-lt-mt-_JM#position=31&search_layout=grid&type=item&tracking_id=07c8de5f-1562-4241-bab1-62651afcb800,2015,142680,2024-02-25,1395783333,Usaquén,Bogotá D.C.
Ford Ecosport 2.0 Titanium At,47000000,https://carro.mercadolibre.com.co/MCO-1395834239-fors-ecosport-_JM#position=32&search_layout=grid&type=item&tracking_id=07c8de5f-1562-4241-bab1-62651afcb800,2015,109852,2024-02-25,1395834239,Martires,Bogotá D.C.
Ford Edge Titanium,115000000,https://carro.mercadolibre.com.co/MCO-1395870583-ford-edge-titanium-2018-_JM#position=33&search_layout=grid&type=item&tracking_id=07c8de5f-1562-4241-bab1-62651afcb800,2018,33000,2024-02-25,1395870583,Usaquén,Bogotá D.C.
Citroën Ds3 1.6 Sport Chic 156hp,44000000,https://carro.mercadolibre.com.co/MCO-2225462224-citroen-ds3-n3-sport-chic-16-_JM#position=34&search_layout=grid&type=item&tracking_id=07c8de5f-1562-4241-bab1-62651afcb800,2011,91500,2024-02-25,2225462224,Fontibón,Bogotá D.C.
Fiat Palio 1.6 Adventure,32000000,https://carro.mercadolibre.com.co/MCO-1395808209-fiat-palio-adventure-_JM#position=35&search_layout=grid&type=item&tracking_id=07c8de5f-1562-4241-bab1-62651afcb800,2012,127220,2024-02-25,1395808209,Rafael Uribe Uribe,Bogotá D.C.
Honda Pilot 5dr 2wd Exl,115000000,https://carro.mercadolibre.com.co/MCO-1395859109-honda-pilot-5dr-2wd-exl-2018-_JM#position=36&search_layout=grid&type=item&tracking_id=07c8de5f-1562-4241-bab1-62651afcb800,2018,18384,2024-02-25,1395859109,Usaquén,Bogotá D.C.
Audi Q3 Sportback 35 Tfsi Ambition Plus,158000000,https://carro.mercadolibre.com.co/MCO-1395859091-audi-q3-sportback-35-tfsi-ambition-plus-2021-_JM#position=37&search_layout=grid&type=item&tracking_id=07c8de5f-1562-4241-bab1-62651afcb800,2021,26000,2024-02-25,1395859091,Usaquén,Bogotá D.C.
Mazda 3 Sport Grand Touring,71500000,https://carro.mercadolibre.com.co/MCO-1395795069-maazda-3-sport-grand-touring-2018-_JM#position=38&search_layout=grid&type=item&tracking_id=07c8de5f-1562-4241-bab1-62651afcb800,2018,58500,2024-02-25,1395795069,Suba,Bogotá D.C.
Mazda Cx-5 Touring,106900000,https://carro.mercadolibre.com.co/MCO-1395846893-mazda-cx-5-touring-2020-_JM#position=39&search_layout=grid&type=item&tracking_id=07c8de5f-1562-4241-bab1-62651afcb800,2020,34000,2024-02-25,1395846893,Usaquén,Bogotá D.C.
Nissan Xtrail Campero,36000000,https://carro.mercadolibre.com.co/MCO-1395870413-nissan-x-trail-_JM#position=40&search_layout=grid&type=item&tracking_id=07c8de5f-1562-4241-bab1-62651afcb800,2005,13000,2024-02-25,1395870413,Bosa,Bogotá D.C.
Volkswagen Jetta Highline,83000000,https://carro.mercadolibre.com.co/MCO-1395833947-volkswagen-jetta-highline-2020-_JM#position=41&search_layout=grid&type=item&tracking_id=07c8de5f-1562-4241-bab1-62651afcb800,2020,38000,2024-02-25,1395833947,Usaquén,Bogotá D.C.
Ford Ecosport Titanium,76800000,https://carro.mercadolibre.com.co/MCO-1395807899-ford-ecosport-titanium-2020-_JM#position=42&search_layout=grid&type=item&tracking_id=07c8de5f-1562-4241-bab1-62651afcb800,2020,38000,2024-02-25,1395807899,Usaquén,Bogotá D.C.
Renault Koleos Sportway,61000000,https://carro.mercadolibre.com.co/MCO-1395782683-renault-koleos-sportway-2015-_JM#position=43&search_layout=grid&type=item&tracking_id=07c8de5f-1562-4241-bab1-62651afcb800,2015,68000,2024-02-25,1395782683,Usaquén,Bogotá D.C.
Ford Edge Limited,54000000,https://carro.mercadolibre.com.co/MCO-1395807675-ford-edge-limited-2013-_JM#position=44&search_layout=grid&type=item&tracking_id=07c8de5f-1562-4241-bab1-62651afcb800,2013,116000,2024-02-25,1395807675,Suba,Bogotá D.C.
Mercedes-benz Gla 200 Amg Line,189950000,https://carro.mercadolibre.com.co/MCO-1395833625-mercedes-benz-gla-200-amg-line-2022-_JM#position=45&search_layout=grid&type=item&tracking_id=07c8de5f-1562-4241-bab1-62651afcb800,2022,8900,2024-02-25,1395833625,Usaquén,Bogotá D.C.
Chevrolet Optra 1.6 L Mt,19500000,https://carro.mercadolibre.com.co/MCO-1395858501-chevrolet-optra-16-l-mt-_JM#position=46&search_layout=grid&type=item&tracking_id=07c8de5f-1562-4241-bab1-62651afcb800,2008,145470,2024-02-25,1395858501,Kennedy,Bogotá D.C.
Mazda Cx-5 2.5 Grand Touring Lx 4x4,133400000,https://carro.mercadolibre.com.co/MCO-1395869791-mazda-cx-5-25-grand-touring-lx-4x4-2021-_JM#position=47&search_layout=grid&type=item&tracking_id=07c8de5f-1562-4241-bab1-62651afcb800,2021,30000,2024-02-25,1395869791,La Estrella,Antioquia
Volkswagen Taos 1.4  Comfortline Select,119000000,https://carro.mercadolibre.com.co/MCO-2225460908-volkswagen-taos-comfortline-select-14-4x2-_JM#position=48&search_layout=grid&type=item&tracking_id=07c8de5f-1562-4241-bab1-62651afcb800,2022,25976,2024-02-25,2225460908,Chapinero,Bogotá D.C.
Bmw X5 3.0 Xdrive30d Premium,103000000,https://carro.mercadolibre.com.co/MCO-2358816334-bmw-x5-xdrive-_JM#position=1&search_layout=grid&type=item&tracking_id=0875c438-68f8-4b52-8232-acd5ed924689,2013,40000,2024-05-04,2358816334,Barrios Unidos,Bogotá D.C.
Ford Escape 3.0 Xlt,38900000,https://carro.mercadolibre.com.co/MCO-1420042693-ford-escape-xlt-at-30-4x4-2009-_JM#position=2&search_layout=grid&type=item&tracking_id=0875c438-68f8-4b52-8232-acd5ed924689,2009,105000,2024-05-04,1420042693,Usaquén,Bogotá D.C.
Nissan Sentra 1.8 Sr,58500000,https://carro.mercadolibre.com.co/MCO-1420107359-nissan-sentra-sr-18-2018-_JM#position=3&search_layout=grid&type=item&tracking_id=0875c438-68f8-4b52-8232-acd5ed924689,2018,57744,2024-05-04,1420107359,Suba,Bogotá D.C.
Honda Odyssey 3.5 Exl,98000000,https://carro.mercadolibre.com.co/MCO-1420132771-honda-odyssey-ex-l-res-at-2014-_JM#position=4&search_layout=grid&type=item&tracking_id=0875c438-68f8-4b52-8232-acd5ed924689,2014,100000,2024-05-04,1420132771,Teusaquillo,Bogotá D.C.
Suzuki Swift 1200cc  Hybrid Mt,66000000,https://carro.mercadolibre.com.co/MCO-1420145663-suzuki-swift-hybrid-mt-120-2022-_JM#position=5&search_layout=grid&type=item&tracking_id=0875c438-68f8-4b52-8232-acd5ed924689,2022,14944,2024-05-04,1420145663,Usaquén,Bogotá D.C.
Toyota Rav4 2.0 Street,110000000,https://carro.mercadolibre.com.co/MCO-1420093759-toyota-rav4-street-20-4x2-2017-_JM#position=6&search_layout=grid&type=item&tracking_id=0875c438-68f8-4b52-8232-acd5ed924689,2017,35000,2024-05-04,1420093759,Suba,Bogotá D.C.
Nissan Qashqai 2.0 Sense 142 Hp,80000000,https://carro.mercadolibre.com.co/MCO-1420081009-nissan-qashqai-sense-20-4x2-2019-_JM#position=7&search_layout=grid&type=item&tracking_id=0875c438-68f8-4b52-8232-acd5ed924689,2019,49800,2024-05-04,1420081009,Cota,Cundinamarca
Ford Explorer 3.5 Limited,79900000,https://carro.mercadolibre.com.co/MCO-1420041753-ford-explorer-limited-35-4x4-017-_JM#position=8&search_layout=grid&type=item&tracking_id=0875c438-68f8-4b52-8232-acd5ed924689,2017,108000,2024-05-04,1420041753,Usaquén,Bogotá D.C.
Kia Cerato Forte 2.0,43500000,https://carro.mercadolibre.com.co/MCO-1420028963-kia-cerato-forte-sx-at-20-2013-_JM#position=9&search_layout=grid&type=item&tracking_id=0875c438-68f8-4b52-8232-acd5ed924689,2013,72000,2024-05-04,1420028963,Suba,Bogotá D.C.
Mercedes-benz Clase Gle 3.0 Coupe 4matic Hibrid,310000000,https://carro.mercadolibre.com.co/MCO-1420106193-mercedes-benz-gle-450-amg-line-coupe-4matic-30-hibrid-_JM#position=10&search_layout=grid&type=item&tracking_id=0875c438-68f8-4b52-8232-acd5ed924689,2021,17400,2024-05-04,1420106193,Chapinero,Bogotá D.C.
Bmw Serie 1 1.6 116i F21 Urban Line,59000000,https://carro.mercadolibre.com.co/MCO-1420028563-bmw-116i-f21-urban-line-16-2013-_JM#position=11&search_layout=grid&type=item&tracking_id=0875c438-68f8-4b52-8232-acd5ed924689,2013,79000,2024-05-04,1420028563,Teusaquillo,Bogotá D.C.
Mercedes-benz Clase B 1.6 Blueefficiency,74500000,https://carro.mercadolibre.com.co/MCO-1420028381-mercedes-benz-b-180-blueefficiency-16-2019-_JM#position=12&search_layout=grid&type=item&tracking_id=0875c438-68f8-4b52-8232-acd5ed924689,2019,55000,2024-05-04,1420028381,Usaquén,Bogotá D.C.
Mercedes-benz Clase C 2.0 Avantgarde,115000000,https://carro.mercadolibre.com.co/MCO-1420053053-mercedes-benz-c-200-avantgarde-20-_JM#position=13&search_layout=grid&type=item&tracking_id=0875c438-68f8-4b52-8232-acd5ed924689,2020,24700,2024-05-04,1420053053,Usaquén,Bogotá D.C.
Audi A3 1.2 Tfsi Ambition,75000000,https://carro.mercadolibre.com.co/MCO-1420025973-audi-a3-sedan-12-tfsi-ambition-2018-_JM#position=14&search_layout=grid&type=item&tracking_id=0875c438-68f8-4b52-8232-acd5ed924689,2018,44245,2024-05-04,1420025973,Usaquén,Bogotá D.C.
Subaru Xv 2.0i- S Es Cvt,123000000,https://carro.mercadolibre.com.co/MCO-1420128781-subaru-xv-20l-s-es-cvt-hybrid-_JM#position=15&search_layout=grid&type=item&tracking_id=0875c438-68f8-4b52-8232-acd5ed924689,2021,49500,2024-05-04,1420128781,Suba,Bogotá D.C.
