product,price,link,years,kilometraje,_created,id,location_city,location_state
Nissan Qashqai 2.0 Advance 142 Hp,88000000,https://carro.mercadolibre.com.co/MCO-1420115167-nissan-qashqai-20-advance-2019-_JM#position=16&search_layout=grid&type=item&tracking_id=0875c438-68f8-4b52-8232-acd5ed924689,2019,27500,2024-05-04,1420115167,Usaquén,Bogotá D.C.
Toyota Rav4 2.5 Limited   4x2  2020,143000000,https://carro.mercadolibre.com.co/MCO-1420114741-toyota-rav4-limited-25-4x2-2020-_JM#position=17&search_layout=grid&type=item&tracking_id=0875c438-68f8-4b52-8232-acd5ed924689,2020,42500,2024-05-04,1420114741,Engativa,Bogotá D.C.
Volkswagen Gol 1.6 Trendline,33800000,https://carro.mercadolibre.com.co/MCO-1420088627-volkswagen-gol-trendline-mt-16-2016-_JM#position=18&search_layout=grid&type=item&tracking_id=0875c438-68f8-4b52-8232-acd5ed924689,2016,67000,2024-05-04,1420088627,Usaquén,Bogotá D.C.
Mercedes-benz Clase Glc 2.0 4matic 208 Hp,107000000,https://carro.mercadolibre.com.co/MCO-1420138901-mercedes-benz-glc-250-4matic-20-2016-_JM#position=19&search_layout=grid&type=item&tracking_id=0875c438-68f8-4b52-8232-acd5ed924689,2016,107000,2024-05-04,1420138901,Usaquén,Bogotá D.C.
Chevrolet Aveo 1.6 Sd,23000000,https://carro.mercadolibre.com.co/MCO-1420060595-chevrolet-aveo-16-modelo-2010-_JM#position=20&search_layout=grid&type=item&tracking_id=0875c438-68f8-4b52-8232-acd5ed924689,2010,136400,2024-05-04,1420060595,Bosa,Bogotá D.C.
Mazda Bt-50 2.5 4x4,80000000,https://carro.mercadolibre.com.co/MCO-1420098827-mazda-bt-50-_JM#position=21&search_layout=grid&type=item&tracking_id=0875c438-68f8-4b52-8232-acd5ed924689,2014,150129,2024-05-04,1420098827,Kennedy,Bogotá D.C.
Nissan Np300 Frontier 2.5 S,68900000,https://carro.mercadolibre.com.co/MCO-1420136031-nissan-np300-frontier-2017-_JM#position=22&search_layout=grid&type=item&tracking_id=0875c438-68f8-4b52-8232-acd5ed924689,2017,168000,2024-05-04,1420136031,Puente Aranda,Bogotá D.C.
Renault Stepway 1.6 Intens,62800000,https://carro.mercadolibre.com.co/MCO-1420019369-renault-stepway-16-intens-2023-_JM#position=23&search_layout=grid&type=item&tracking_id=0875c438-68f8-4b52-8232-acd5ed924689,2023,16000,2024-05-04,1420019369,Puente Aranda,Bogotá D.C.
Kia Sportage 2.0 Lx,90000000,https://carro.mercadolibre.com.co/MCO-1420070637-kia-new-sportage-20-lx-2018-_JM#position=24&search_layout=grid&type=item&tracking_id=0875c438-68f8-4b52-8232-acd5ed924689,2018,78400,2024-05-04,1420070637,Antonio Nariño,Bogotá D.C.
Toyota Hilux 2.7,197000000,https://carro.mercadolibre.com.co/MCO-2358553130-toyota-hilux-_JM#position=25&search_layout=grid&type=item&tracking_id=0875c438-68f8-4b52-8232-acd5ed924689,2023,16500,2024-05-04,2358553130,Bosa,Bogotá D.C.
Nissan X-trail 2.5 T30,28000000,https://carro.mercadolibre.com.co/MCO-2358552852-nissan-x-trail-t30-_JM#position=26&search_layout=grid&type=item&tracking_id=0875c438-68f8-4b52-8232-acd5ed924689,2002,261300,2024-05-04,2358552852,Suba,Bogotá D.C.
Honda Cr-v 2.0 Rvsi,29500000,https://carro.mercadolibre.com.co/MCO-2358501196-honda-crv-20-1998-_JM#position=27&search_layout=grid&type=item&tracking_id=0875c438-68f8-4b52-8232-acd5ed924689,1999,256300,2024-05-04,2358501196,Kennedy,Bogotá D.C.
Toyota Fortuner 2.8 Sr,278900000,https://carro.mercadolibre.com.co/MCO-2358461782-toyota-fortunber-28-sr-2023-_JM#position=28&search_layout=grid&type=item&tracking_id=0875c438-68f8-4b52-8232-acd5ed924689,2023,14835,2024-05-04,2358461782,Kennedy,Bogotá D.C.
Nissan X-trail 2.5 Exclusive,89000000,https://carro.mercadolibre.com.co/MCO-2358472042-nissan-x-trail-t-32-25-exclusive-2017-_JM#position=29&search_layout=grid&type=item&tracking_id=0875c438-68f8-4b52-8232-acd5ed924689,2017,55200,2024-05-04,2358472042,San Cristobal Sur,Bogotá D.C.
Kia Sportage 2.0 Desire Aut,109000000,https://carro.mercadolibre.com.co/MCO-2358549008-kia-sportage-20-desire-2022-_JM#position=30&search_layout=grid&type=item&tracking_id=0875c438-68f8-4b52-8232-acd5ed924689,2022,27642,2024-05-04,2358549008,Martires,Bogotá D.C.
Mazda Cx-30 2.0 Grand Touring At Hibrido Ligero - Mhev,132000000,https://carro.mercadolibre.com.co/MCO-2358535648-mazda-cx-30-20-grand-touirng-2024-_JM#position=31&search_layout=grid&type=item&tracking_id=0875c438-68f8-4b52-8232-acd5ed924689,2024,6251,2024-05-04,2358535648,Tunjuelito,Bogotá D.C.
Nissan Note 1.6 Advance At,39900000,https://carro.mercadolibre.com.co/MCO-2358470974-nissan-note-16-advance-at-2015-_JM#position=32&search_layout=grid&type=item&tracking_id=0875c438-68f8-4b52-8232-acd5ed924689,2015,97000,2024-05-04,2358470974,Medellín,Antioquia
Mazda Cx-5 2.5 Grand Touring 4x2 Aut,150000000,https://carro.mercadolibre.com.co/MCO-2358535102-mazda-cx-5-25-grand-touring-2024-_JM#position=33&search_layout=grid&type=item&tracking_id=0875c438-68f8-4b52-8232-acd5ed924689,2024,7960,2024-05-04,2358535102,Tunjuelito,Bogotá D.C.
Ford Explorer 4.6 Eddie Bauer,25000000,https://carro.mercadolibre.com.co/MCO-2358573694-ford-explorer-46-eddie-bauer-2005-_JM#position=34&search_layout=grid&type=item&tracking_id=0875c438-68f8-4b52-8232-acd5ed924689,2005,207000,2024-05-04,2358573694,Kennedy,Bogotá D.C.
Audi Q5 2.0 Tfsi S-tronic Luxury,74000000,https://carro.mercadolibre.com.co/MCO-2358496114-audi-q5-20-tfsi-s-tronic-luxury-_JM#position=35&search_layout=grid&type=item&tracking_id=0875c438-68f8-4b52-8232-acd5ed924689,2014,97000,2024-05-04,2358496114,Suba,Bogotá D.C.
Bmw X6 3.0 Xdrive40i,350000000,https://carro.mercadolibre.com.co/MCO-2358534664-bmw-x6-30-xdrive40i-2023-_JM#position=36&search_layout=grid&type=item&tracking_id=0875c438-68f8-4b52-8232-acd5ed924689,2023,13000,2024-05-04,2358534664,Medellín,Antioquia
Nissan Versa 1.6 Advance,40000000,https://carro.mercadolibre.com.co/MCO-2358573392-nissan-versa-16-advance-mt-_JM#position=37&search_layout=grid&type=item&tracking_id=0875c438-68f8-4b52-8232-acd5ed924689,2016,90217,2024-05-04,2358573392,Chía,Cundinamarca
Ford F-150 6.2 Svt Raptor Scab,95000000,https://carro.mercadolibre.com.co/MCO-2358469756-ford-f-150-raptor-62-svt-scab-_JM#position=38&search_layout=grid&type=item&tracking_id=0875c438-68f8-4b52-8232-acd5ed924689,2014,220000,2024-05-04,2358469756,Cota,Cundinamarca
Renault Duster 1.3 Iconic Turbo 4x4,102000000,https://carro.mercadolibre.com.co/MCO-2358469738-renault-duster-_JM#position=39&search_layout=grid&type=item&tracking_id=0875c438-68f8-4b52-8232-acd5ed924689,2024,29000,2024-05-04,2358469738,Kennedy,Bogotá D.C.
Toyota Fortuner Srv,257000000,https://carro.mercadolibre.com.co/MCO-2358495412-toyota-fortuner-srv-_JM#position=40&search_layout=grid&type=item&tracking_id=0875c438-68f8-4b52-8232-acd5ed924689,2023,9795,2024-05-04,2358495412,Suba,Bogotá D.C.
Nissan Qashqai 2.0 At,53000000,https://carro.mercadolibre.com.co/MCO-2358519512-nissan-qashqai-_JM#position=41&search_layout=grid&type=item&tracking_id=0875c438-68f8-4b52-8232-acd5ed924689,2011,86500,2024-05-04,2358519512,Usaquén,Bogotá D.C.
Nissan X-trail T32 2.5 Exclusive 4x4,79900000,https://carro.mercadolibre.com.co/MCO-2358505514-nissan-x-trail-t32-25-exclusive-4x4-2018-_JM#position=42&search_layout=grid&type=item&tracking_id=0875c438-68f8-4b52-8232-acd5ed924689,2018,54000,2024-05-04,2358505514,Sabaneta,Antioquia
Kia New Sportage 2.0 Lx,96000000,https://carro.mercadolibre.com.co/MCO-2358530632-kia-new-sportage-lx-_JM#position=43&search_layout=grid&type=item&tracking_id=0875c438-68f8-4b52-8232-acd5ed924689,2018,41000,2024-05-04,2358530632,Suba,Bogotá D.C.
Toyota Prado 2.7 Tx Sumo,114900000,https://carro.mercadolibre.com.co/MCO-2358465846-toyota-prado-27-tx-sumo-_JM#position=44&search_layout=grid&type=item&tracking_id=0875c438-68f8-4b52-8232-acd5ed924689,2012,88000,2024-05-04,2358465846,Suba,Bogotá D.C.
Hyundai I30 1.6 Gls,36000000,https://carro.mercadolibre.com.co/MCO-2358491628-hyundai-i30-gls-16-_JM#position=45&search_layout=grid&type=item&tracking_id=0875c438-68f8-4b52-8232-acd5ed924689,2012,102000,2024-05-04,2358491628,Puente Aranda,Bogotá D.C.
Suzuki Swift 1.2 Hybrido,60000000,https://carro.mercadolibre.com.co/MCO-2358478352-suzuki-swift-hybrido-_JM#position=46&search_layout=grid&type=item&tracking_id=0875c438-68f8-4b52-8232-acd5ed924689,2022,17450,2024-05-04,2358478352,Suba,Bogotá D.C.
Suzuki Vitara Gl,86000000,https://carro.mercadolibre.com.co/MCO-2358478042-suzuki-vitara-gl-2wd-at-2024-_JM#position=47&search_layout=grid&type=item&tracking_id=0875c438-68f8-4b52-8232-acd5ed924689,2024,1228,2024-05-04,2358478042,Suba,Bogotá D.C.
Nissan March 1.6 Sense Mt,42800000,https://carro.mercadolibre.com.co/MCO-2358555324-nissan-march-16-sense-_JM#position=48&search_layout=grid&type=item&tracking_id=0875c438-68f8-4b52-8232-acd5ed924689,2019,46356,2024-05-04,2358555324,Engativa,Bogotá D.C.
Mazda Cx-30 2.5 Grand Touring At,110000000,https://carro.mercadolibre.com.co/MCO-2370448544-mazda-cx-30-grand-touring-at-_JM#position=1&search_layout=grid&type=item&tracking_id=5064e44a-80a4-4fb7-aef8-582d52fd4102,2022,5600,2024-05-10,2370448544,Usaquén,Bogotá D.C.
Ford Fiesta 1.6 Hatchback Titanium At,55900000,https://carro.mercadolibre.com.co/MCO-1422760259-ford-fiesta-16-titanium-hb-at-_JM#position=2&search_layout=grid&type=item&tracking_id=5064e44a-80a4-4fb7-aef8-582d52fd4102,2018,9100,2024-05-10,1422760259,Suba,Bogotá D.C.
Toyota Prado 2.8 Tx-l,368000000,https://carro.mercadolibre.com.co/MCO-1422747245-toyota-prado-txl-_JM#position=3&search_layout=grid&type=item&tracking_id=5064e44a-80a4-4fb7-aef8-582d52fd4102,2024,10000,2024-05-10,1422747245,Suba,Bogotá D.C.
Renault Logan 1.6 Authentique,33000000,https://carro.mercadolibre.com.co/MCO-2370189428-renault-logan-16-authentique-2017-_JM#position=4&search_layout=grid&type=item&tracking_id=5064e44a-80a4-4fb7-aef8-582d52fd4102,2017,63320,2024-05-10,2370189428,Antonio Nariño,Bogotá D.C.
Chevrolet Optra 1.8 Advance,23300000,https://carro.mercadolibre.com.co/MCO-1422759133-chevrolet-optra-_JM#position=5&search_layout=grid&type=item&tracking_id=5064e44a-80a4-4fb7-aef8-582d52fd4102,2009,102300,2024-05-10,1422759133,Engativa,Bogotá D.C.
Chevrolet Onix 1.0 Rs Turbo,55000000,https://carro.mercadolibre.com.co/MCO-1422745201-chevrolet-onix-_JM#position=6&search_layout=grid&type=item&tracking_id=5064e44a-80a4-4fb7-aef8-582d52fd4102,2021,20250,2024-05-10,1422745201,Fontibón,Bogotá D.C.
Chevrolet Spark 1.0 Life,28400000,https://carro.mercadolibre.com.co/MCO-1422643331-chevrolet-spark-_JM#position=7&search_layout=grid&type=item&tracking_id=5064e44a-80a4-4fb7-aef8-582d52fd4102,2019,67000,2024-05-10,1422643331,Engativa,Bogotá D.C.
Chevrolet Tracker 1.8 Ls,55700000,https://carro.mercadolibre.com.co/MCO-1422667621-chevrolet-tracker-18-ls-2019-_JM#position=8&search_layout=grid&type=item&tracking_id=5064e44a-80a4-4fb7-aef8-582d52fd4102,2019,66000,2024-05-10,1422667621,Puente Aranda,Bogotá D.C.
Ford Escape 2.0 Se 4x4,58000000,https://carro.mercadolibre.com.co/MCO-1422642847-ford-escape-20-se-2014-_JM#position=9&search_layout=grid&type=item&tracking_id=5064e44a-80a4-4fb7-aef8-582d52fd4102,2014,116000,2024-05-10,1422642847,Puente Aranda,Bogotá D.C.
Jeep Cherokee 3.2 Limited,67000000,https://carro.mercadolibre.com.co/MCO-1422692179-jeep-cherokee-32-limited-2015-_JM#position=10&search_layout=grid&type=item&tracking_id=5064e44a-80a4-4fb7-aef8-582d52fd4102,2015,106000,2024-05-10,1422692179,Antonio Nariño,Bogotá D.C.
Nissan Sentra 1.8 B17 Fl Sense,51000000,https://carro.mercadolibre.com.co/MCO-1422731099-nissan-sentra-b17-sense-mt-18-2018-_JM#position=11&search_layout=grid&type=item&tracking_id=5064e44a-80a4-4fb7-aef8-582d52fd4102,2018,79500,2024-05-10,1422731099,Suba,Bogotá D.C.
Honda Civic 1.8 Lx,36000000,https://carro.mercadolibre.com.co/MCO-1422666347-honda-civic-lx-18-_JM#position=12&search_layout=grid&type=item&tracking_id=5064e44a-80a4-4fb7-aef8-582d52fd4102,2010,116000,2024-05-10,1422666347,Suba,Bogotá D.C.
Renault Sandero 1.6 Expression 90 Hp,33500000,https://carro.mercadolibre.com.co/MCO-1422730417-renault-sandero-expression-16-_JM#position=13&search_layout=grid&type=item&tracking_id=5064e44a-80a4-4fb7-aef8-582d52fd4102,2016,116658,2024-05-10,1422730417,Puente Aranda,Bogotá D.C.
Renault Scala 1.6l,25000000,https://carro.mercadolibre.com.co/MCO-1422725321-renault-scala-16-at-_JM#position=14&search_layout=grid&type=item&tracking_id=5064e44a-80a4-4fb7-aef8-582d52fd4102,2012,84200,2024-05-10,1422725321,Kennedy,Bogotá D.C.
Mazda Bt-50 2.6 Mt 4x4,52000000,https://carro.mercadolibre.com.co/MCO-1422724555-mazda-bt-50-_JM#position=15&search_layout=grid&type=item&tracking_id=5064e44a-80a4-4fb7-aef8-582d52fd4102,2010,87000,2024-05-10,1422724555,Usaquén,Bogotá D.C.
Ford Fiesta St 1.6 Hatchback,62900000,https://carro.mercadolibre.com.co/MCO-1422671933-ford-fiesta-st-16-hatchback-2017-_JM#position=16&search_layout=grid&type=item&tracking_id=5064e44a-80a4-4fb7-aef8-582d52fd4102,2017,55000,2024-05-10,1422671933,Medellín,Antioquia
Mercedes-benz Clase C Coupe  2.000 Cc,140000000,https://carro.mercadolibre.com.co/MCO-2369418914-mercedes-benz-c-200-coupe-20-2019-_JM#position=17&search_layout=grid&type=item&tracking_id=5064e44a-80a4-4fb7-aef8-582d52fd4102,2019,10500,2024-05-10,2369418914,Usaquén,Bogotá D.C.
Toyota Prado 2.8 Tx-l Diesel,295000000,https://carro.mercadolibre.com.co/MCO-2369380034-toyota-prado-28-txl-diesel-2021-_JM#position=18&search_layout=grid&type=item&tracking_id=5064e44a-80a4-4fb7-aef8-582d52fd4102,2021,40000,2024-05-10,2369380034,Sabaneta,Antioquia
Bmw X5 3.0 Xdrive30d Diesel,115000000,https://carro.mercadolibre.com.co/MCO-2369326110-bmw-x5-30-xdrive30d-diesel-2016-_JM#position=19&search_layout=grid&type=item&tracking_id=5064e44a-80a4-4fb7-aef8-582d52fd4102,2016,87800,2024-05-10,2369326110,Medellín,Antioquia
Mazda Bt-50 2.6 B26d49,55000000,https://carro.mercadolibre.com.co/MCO-1422614463-mazda-bt50-b26d49-2011-_JM#position=20&search_layout=grid&type=item&tracking_id=5064e44a-80a4-4fb7-aef8-582d52fd4102,2011,250109,2024-05-10,1422614463,Puente Aranda,Bogotá D.C.
Toyota Prado 3.0 Tx-l Fl 161 Hp,200000000,https://carro.mercadolibre.com.co/MCO-2367468774-toyota-prado-tx-l-tp-30-_JM#position=21&search_layout=grid&type=item&tracking_id=5064e44a-80a4-4fb7-aef8-582d52fd4102,2015,169000,2024-05-10,2367468774,Suba,Bogotá D.C.
Chery Tiggo 1.6 Fl,37000000,https://carro.mercadolibre.com.co/MCO-2367492862-chery-tiggo-16-fl-mt-_JM#position=22&search_layout=grid&type=item&tracking_id=5064e44a-80a4-4fb7-aef8-582d52fd4102,2016,79496,2024-05-10,2367492862,Suba,Bogotá D.C.
Mazda Cx-3 2.0 Grand Touring At,80000000,https://carro.mercadolibre.com.co/MCO-2367478632-mazda-cx-3-2017-_JM#position=23&search_layout=grid&type=item&tracking_id=5064e44a-80a4-4fb7-aef8-582d52fd4102,2017,35559,2024-05-10,2367478632,Usaquén,Bogotá D.C.
Chevrolet Grand Vitara 2.5 V6 Dohc,38000000,https://carro.mercadolibre.com.co/MCO-2367491530-chevrolet-grand-vitara-_JM#position=24&search_layout=grid&type=item&tracking_id=5064e44a-80a4-4fb7-aef8-582d52fd4102,2007,110900,2024-05-10,2367491530,Usaquén,Bogotá D.C.
Nissan Pathfinder 3.5 R52 Exclusive,108000000,https://carro.mercadolibre.com.co/MCO-2367504062-nissan-pathfinder-exclusive-35-_JM#position=25&search_layout=grid&type=item&tracking_id=5064e44a-80a4-4fb7-aef8-582d52fd4102,2019,52456,2024-05-10,2367504062,Usaquén,Bogotá D.C.
Volkswagen Gol 1.6 Comfortline,36000000,https://carro.mercadolibre.com.co/MCO-2367490906-volkswagen-gol-comfortline-mt-16-_JM#position=26&search_layout=grid&type=item&tracking_id=5064e44a-80a4-4fb7-aef8-582d52fd4102,2018,44669,2024-05-10,2367490906,Usaquén,Bogotá D.C.
Mazda Bt-50 2.2 B22d29 Dc 4x2,47000000,https://carro.mercadolibre.com.co/MCO-2367450750-mazda-bt-50-22-b22d29-_JM#position=27&search_layout=grid&type=item&tracking_id=5064e44a-80a4-4fb7-aef8-582d52fd4102,2011,159350,2024-05-10,2367450750,Engativa,Bogotá D.C.
Kia Cerato Pro 1.6 Zenith 2da Generacion At,59200000,https://carro.mercadolibre.com.co/MCO-2367539616-kia-cerato-pro-16-zenith-at-_JM#position=28&search_layout=grid&type=item&tracking_id=5064e44a-80a4-4fb7-aef8-582d52fd4102,2017,39800,2024-05-10,2367539616,Suba,Bogotá D.C.
Renault Duster 1.6 Expression Mecánica,47000000,https://carro.mercadolibre.com.co/MCO-2367525826-renault-duster-16-expression-mt-_JM#position=29&search_layout=grid&type=item&tracking_id=5064e44a-80a4-4fb7-aef8-582d52fd4102,2019,203490,2024-05-10,2367525826,Suba,Bogotá D.C.
Volkswagen T-cross 1.6l Trendline At,74000000,https://carro.mercadolibre.com.co/MCO-2367551436-volkswagen-t-cross-trendline-tp-16-_JM#position=30&search_layout=grid&type=item&tracking_id=5064e44a-80a4-4fb7-aef8-582d52fd4102,2021,35904,2024-05-10,2367551436,Chía,Cundinamarca
Renault Duster 2.0 Dynamique 4x4 Mt,52000000,https://carro.mercadolibre.com.co/MCO-2367499424-renault-duster-20-dynamique-4x4-_JM#position=31&search_layout=grid&type=item&tracking_id=5064e44a-80a4-4fb7-aef8-582d52fd4102,2019,180948,2024-05-10,2367499424,Suba,Bogotá D.C.
Renault Duster 1.6 Expression Mecánica,47000000,https://carro.mercadolibre.com.co/MCO-2367498598-renault-duster-16-expression-_JM#position=32&search_layout=grid&type=item&tracking_id=5064e44a-80a4-4fb7-aef8-582d52fd4102,2019,234826,2024-05-10,2367498598,Suba,Bogotá D.C.
Hyundai Tucson Ix-35 2.0 Gl,67000000,https://carro.mercadolibre.com.co/MCO-2367511356-hyundai-tucson-ix35-20-gl-2015-_JM#position=33&search_layout=grid&type=item&tracking_id=5064e44a-80a4-4fb7-aef8-582d52fd4102,2015,67800,2024-05-10,2367511356,Tunjuelito,Bogotá D.C.
Land Rover Range Rover Sport 5.0 Vogue,270000000,https://carro.mercadolibre.com.co/MCO-2367498006-land-rover-range-rover-50-sport-2014-_JM#position=34&search_layout=grid&type=item&tracking_id=5064e44a-80a4-4fb7-aef8-582d52fd4102,2014,59000,2024-05-10,2367498006,Martires,Bogotá D.C.
Toyota Prado 2.7 Tx-l Sumo,115000000,https://carro.mercadolibre.com.co/MCO-2367471806-toyota-prado-27-txl-sumo-2011-_JM#position=35&search_layout=grid&type=item&tracking_id=5064e44a-80a4-4fb7-aef8-582d52fd4102,2011,126300,2024-05-10,2367471806,Suba,Bogotá D.C.
Audi Q5 2.0 Sportback Prestige,195000000,https://carro.mercadolibre.com.co/MCO-1422202347-audi-q5-sportback-2-_JM#position=36&search_layout=grid&type=item&tracking_id=5064e44a-80a4-4fb7-aef8-582d52fd4102,2022,13852,2024-05-10,1422202347,Usaquén,Bogotá D.C.
Skoda Fabia 1.2 Hb Twincam Gti,12000000,https://carro.mercadolibre.com.co/MCO-1422214729-skoda-fabia-classic-2005-_JM#position=37&search_layout=grid&type=item&tracking_id=5064e44a-80a4-4fb7-aef8-582d52fd4102,2005,190000,2024-05-10,1422214729,Puente Aranda,Bogotá D.C.
Toyota Prado 4.0 Tx-l Fl,245000000,https://carro.mercadolibre.com.co/MCO-1422136647-toyota-prado-40-tx-l-2019-_JM#position=38&search_layout=grid&type=item&tracking_id=5064e44a-80a4-4fb7-aef8-582d52fd4102,2019,43000,2024-05-10,1422136647,Chapinero,Bogotá D.C.
Volkswagen Jetta 2.5 Trendline At,32000000,https://carro.mercadolibre.com.co/MCO-1422187471-volkswagen-new-jetta-25-trendline-at-_JM#position=39&search_layout=grid&type=item&tracking_id=5064e44a-80a4-4fb7-aef8-582d52fd4102,2013,69250,2024-05-10,1422187471,Teusaquillo,Bogotá D.C.
Toyota Fortuner 2.7 Sr,190000000,https://carro.mercadolibre.com.co/MCO-1422136383-toyota-fortuner-27-sr-2021-_JM#position=40&search_layout=grid&type=item&tracking_id=5064e44a-80a4-4fb7-aef8-582d52fd4102,2021,20000,2024-05-10,1422136383,Puente Aranda,Bogotá D.C.
Mazda 3 2.0 Touring,67000000,https://carro.mercadolibre.com.co/MCO-1422161513-mazda-3-20-touring-2018-_JM#position=41&search_layout=grid&type=item&tracking_id=5064e44a-80a4-4fb7-aef8-582d52fd4102,2018,72000,2024-05-10,1422161513,Medellín,Antioquia
Mercedes-benz Clase A 1.6 A 200,75900000,https://carro.mercadolibre.com.co/MCO-1422199147-mercedes-benz-clase-a-200-2016-_JM#position=42&search_layout=grid&type=item&tracking_id=5064e44a-80a4-4fb7-aef8-582d52fd4102,2016,69500,2024-05-10,1422199147,Kennedy,Bogotá D.C.
Renault Duster 2.0 Dynamique 4x2,38000000,https://carro.mercadolibre.com.co/MCO-1422211837-renault-duster-20-dynamique-4x2-2013-_JM#position=43&search_layout=grid&type=item&tracking_id=5064e44a-80a4-4fb7-aef8-582d52fd4102,2013,130800,2024-05-10,1422211837,Medellín,Antioquia
Jeep Wrangler 2.0 Sahara 4xe,394000000,https://carro.mercadolibre.com.co/MCO-1422224367-jeep-wrangler-sahara-4xe-20t-2023-_JM#position=44&search_layout=grid&type=item&tracking_id=5064e44a-80a4-4fb7-aef8-582d52fd4102,2023,17980,2024-05-10,1422224367,Medellín,Antioquia
Renault Captur Bose Intense,72000000,https://carro.mercadolibre.com.co/MCO-1422183977-renault-captur-bose-_JM#position=45&search_layout=grid&type=item&tracking_id=5064e44a-80a4-4fb7-aef8-582d52fd4102,2021,59900,2024-05-10,1422183977,Suba,Bogotá D.C.
Dodge Journey 2.4 Se Fl,70000000,https://carro.mercadolibre.com.co/MCO-1422119211-dodge-journey-seexpress-24-_JM#position=46&search_layout=grid&type=item&tracking_id=5064e44a-80a4-4fb7-aef8-582d52fd4102,2019,39200,2024-05-10,1422119211,Suba,Bogotá D.C.
Chevrolet Onix 1.4 Ltz,44000000,https://carro.mercadolibre.com.co/MCO-1422118629-chevrolet-onix-ltz-_JM#position=47&search_layout=grid&type=item&tracking_id=5064e44a-80a4-4fb7-aef8-582d52fd4102,2018,803802,2024-05-10,1422118629,Suba,Bogotá D.C.
